source_folder,source_file,CHI2NU,ID_1,Field_ID,XC_R,e_XC_R,YC_R,e_YC_R,RE_R,e_RE_R,MAG_R,e_MAG_R,n_R,e_n_R,AR_R,e_AR_R,PA_R,e_PA_R,XC_J0378,e_XC_J0378,YC_J0378,e_YC_J0378,RE_J0378,e_RE_J0378,MAG_J0378,e_MAG_J0378,n_J0378,e_n_J0378,AR_J0378,e_AR_J0378,PA_J0378,e_PA_J0378,XC_J0395,e_XC_J0395,YC_J0395,e_YC_J0395,RE_J0395,e_RE_J0395,MAG_J0395,e_MAG_J0395,n_J0395,e_n_J0395,AR_J0395,e_AR_J0395,PA_J0395,e_PA_J0395,XC_J0410,e_XC_J0410,YC_J0410,e_YC_J0410,RE_J0410,e_RE_J0410,MAG_J0410,e_MAG_J0410,n_J0410,e_n_J0410,AR_J0410,e_AR_J0410,PA_J0410,e_PA_J0410,XC_J0430,e_XC_J0430,YC_J0430,e_YC_J0430,RE_J0430,e_RE_J0430,MAG_J0430,e_MAG_J0430,n_J0430,e_n_J0430,AR_J0430,e_AR_J0430,PA_J0430,e_PA_J0430,XC_J0515,e_XC_J0515,YC_J0515,e_YC_J0515,RE_J0515,e_RE_J0515,MAG_J0515,e_MAG_J0515,n_J0515,e_n_J0515,AR_J0515,e_AR_J0515,PA_J0515,e_PA_J0515,XC_J0660,e_XC_J0660,YC_J0660,e_YC_J0660,RE_J0660,e_RE_J0660,MAG_J0660,e_MAG_J0660,n_J0660,e_n_J0660,AR_J0660,e_AR_J0660,PA_J0660,e_PA_J0660,XC_J0861,e_XC_J0861,YC_J0861,e_YC_J0861,RE_J0861,e_RE_J0861,MAG_J0861,e_MAG_J0861,n_J0861,e_n_J0861,AR_J0861,e_AR_J0861,PA_J0861,e_PA_J0861,XC_G,e_XC_G,YC_G,e_YC_G,RE_G,e_RE_G,MAG_G,e_MAG_G,n_G,e_n_G,AR_G,e_AR_G,PA_G,e_PA_G,XC_I,e_XC_I,YC_I,e_YC_I,RE_I,e_RE_I,MAG_I,e_MAG_I,n_I,e_n_I,AR_I,e_AR_I,PA_I,e_PA_I,XC_Z,e_XC_Z,YC_Z,e_YC_Z,RE_Z,e_RE_Z,MAG_Z,e_MAG_Z,n_Z,e_n_Z,AR_Z,e_AR_Z,PA_Z,e_PA_Z,XC_U,e_XC_U,YC_U,e_YC_U,RE_U,e_RE_U,MAG_U,e_MAG_U,n_U,e_n_U,AR_U,e_AR_U,PA_U,e_PA_U,ID_gal,ra_2,dec_2,z,Norder_,Dir_,Npix_,ID_2,RA_2a,DEC_2a,Field,X,Y,THETA,A,B,ELONGATION,ELLIPTICITY,FLUX_RADIUS_50,FLUX_RADIUS_90,r_auto,e_r_auto,g_auto,e_g_auto,i_auto,e_i_auto,z_auto,e_z_auto,u_auto,e_u_auto,J0378_auto,e_J0378_auto,J0395_auto,e_J0395_auto,J0410_auto,e_J0410_auto,J0430_auto,e_J0430_auto,J0515_auto,e_J0515_auto,J0660_auto,e_J0660_auto,J0861_auto,e_J0861_auto,_dist_arcsec
MorphoSPLUS_708,MorphoSPLUS_708_GalfitM_output.csv,1.855,DR4_3_STRIPE82-0070_0002234,6325_1375_STRIPE82-0070,100.9649,0.0035,101.9854,0.0034,10.7124,0.1146,14.8828,0.0068,6.0354,0.0477,0.2984,0.0009,45.1495,0.074,100.9649,0.0035,101.9854,0.0034,10.5237,0.3458,17.1572,0.0333,5.9700,0.1417,0.2676,0.003,44.8967,0.2238,100.9649,0.0035,101.9854,0.0034,10.5366,0.3278,17.1458,0.0416,5.9745,0.1345,0.2697,0.0029,44.914,0.2122,100.9649,0.0035,101.9854,0.0034,10.5483,0.3116,16.8069,0.0281,5.9785,0.1281,0.2716,0.0027,44.9296,0.2017,100.9649,0.0035,101.9854,0.0034,10.5633,0.291,16.3651,0.021,5.9838,0.1198,0.274,0.0026,44.9497,0.1884,100.9649,0.0035,101.9854,0.0034,10.6271,0.2062,15.3952,0.0123,6.0059,0.0858,0.2845,0.0018,45.0352,0.1336,100.9649,0.0035,101.9854,0.0034,10.7394,0.1015,14.7646,0.0063,6.0448,0.0411,0.3028,0.0008,45.1856,0.0651,100.9649,0.0035,101.9854,0.0034,10.8909,0.2276,14.2067,0.0101,6.0973,0.0863,0.3276,0.002,45.3885,0.1457,100.9649,0.0035,101.9854,0.0034,10.5981,0.244,15.7772,0.0124,5.9958,0.1010,0.2797,0.0021,44.9964,0.158,100.9649,0.0035,101.9854,0.0034,10.821,0.1433,14.4317,0.0069,6.0731,0.0537,0.3162,0.0012,45.2949,0.0914,100.9649,0.0035,101.9854,0.0034,10.9076,0.2496,14.1233,0.0108,6.1031,0.0950,0.3303,0.0022,45.4109,0.16,100.9649,0.0035,101.9854,0.0034,10.506,0.3706,17.761,0.0354,5.9639,0.1516,0.2647,0.0033,44.8729,0.2398,428136,48.038008415,0.031348505,0.0376006,0,0,5,DR4_3_STRIPE82-0070_0002234,48.03794533698938,0.0313848635202634,STRIPE82-0070,6489.1353,1123.9121,45.600933,0.0017886326,6.590464E-4,2.7141168,0.63155603,5.6686087,19.762232,15.093771,0.0041394127,15.973319,0.0071934005,14.653253,0.0042482694,14.357884,0.00604122,17.77281,0.05461229,17.257359,0.053187154,17.154615,0.07277303,16.781702,0.04492957,16.50281,0.03285258,15.607439,0.012489606,14.981768,0.0042717825,14.437026,0.007695796,0.2621031474752899
MorphoSPLUS_708,MorphoSPLUS_708_GalfitM_output.csv,1.216,DR4_3_STRIPE82-0070_0007409,6325_2475_STRIPE82-0070,259.3166,0.0123,292.6894,0.0165,7.0504,0.0391,16.5224,0.0072,0.8285,0.0073,0.6587,0.0026,36.172,0.4265,259.3166,0.0123,292.6894,0.0165,7.1477,0.0885,17.9129,0.0408,0.5474,0.0194,0.667,0.006,34.2796,1.0612,259.3166,0.0123,292.6894,0.0165,7.141,0.0837,17.8274,0.0531,0.5666,0.0183,0.6664,0.0057,34.4089,1.006,259.3166,0.0123,292.6894,0.0165,7.135,0.0795,17.6082,0.038,0.5840,0.0172,0.6659,0.0054,34.526,0.9566,259.3166,0.0123,292.6894,0.0165,7.1272,0.0742,17.2825,0.0277,0.6064,0.0159,0.6653,0.0051,34.6766,0.8939,259.3166,0.0123,292.6894,0.0165,7.0944,0.0536,16.8317,0.0162,0.7014,0.0109,0.6625,0.0038,35.3163,0.645,259.3166,0.0123,292.6894,0.0165,7.0364,0.0403,16.4668,0.0077,0.8688,0.0079,0.6575,0.0026,36.4428,0.4173,259.3166,0.0123,292.6894,0.0165,6.9583,0.0822,16.0846,0.0156,1.0944,0.0189,0.6508,0.0048,37.9617,0.8493,259.3166,0.0123,292.6894,0.0165,7.1093,0.0624,17.0822,0.0105,0.6583,0.0131,0.6637,0.0043,35.0258,0.7536,259.3166,0.0123,292.6894,0.0165,6.9943,0.0585,16.2232,0.0093,0.9903,0.0129,0.6539,0.0034,37.2612,0.5868,259.3166,0.0123,292.6894,0.0165,6.9497,0.0884,16.056,0.0144,1.1193,0.0204,0.6501,0.0051,38.129,0.9181,259.3166,0.0123,292.6894,0.0165,7.1568,0.0951,18.3228,0.0381,0.5210,0.0210,0.6678,0.0064,34.1016,1.138,169470,48.065459623,0.240474983,0.0380367,0,0,5,DR4_3_STRIPE82-0070_0007409,48.065412999352525,0.2404720843221153,STRIPE82-0070,6309.298,2492.62,66.82179,9.3701284E-4,7.282914E-4,1.2866366,0.22277975,6.406184,13.3418455,16.51883,0.010806959,17.069468,0.014217304,16.24176,0.01318708,16.084785,0.02211825,18.341417,0.06997194,17.819263,0.067414045,17.62792,0.08527384,17.466843,0.06304863,17.158064,0.044923358,16.819155,0.027509715,16.45934,0.011665981,16.103899,0.026362287,0.1681677316398207
MorphoSPLUS_708,MorphoSPLUS_708_GalfitM_output.csv,474.846,DR4_3_STRIPE82-0070_0000761,6875_825_STRIPE82-0070,297.6721,0.037,354.0793,0.0502,4.186,0.0819,15.5086,0.0311,1.6667,0.0550,0.5172,0.0134,0.5707,1.1076,297.6721,0.037,354.0793,0.0502,4.0205,0.203,21.9489,9.1681,1.5933,0.1389,0.4912,0.0333,1.4368,2.8129,297.6721,0.037,354.0793,0.0502,4.0318,0.194,17.8824,0.3215,1.5983,0.1326,0.4929,0.0318,1.3776,2.6853,297.6721,0.037,354.0793,0.0502,4.0421,0.1858,19.691,1.508,1.6028,0.1270,0.4945,0.0305,1.324,2.5702,297.6721,0.037,354.0793,0.0502,4.0552,0.1754,17.3016,0.196,1.6087,0.1198,0.4966,0.0288,1.2551,2.4232,297.6721,0.037,354.0793,0.0502,4.1112,0.1323,16.2114,0.1059,1.6335,0.0901,0.5054,0.0218,0.9623,1.8157,297.6721,0.037,354.0793,0.0502,4.2097,0.0703,15.4094,0.0499,1.6772,0.0468,0.5209,0.0115,0.4468,0.9484,297.6721,0.037,354.0793,0.0502,4.3426,0.0987,14.9124,0.0408,1.7361,0.0665,0.5417,0.0158,-0.2484,1.4086,297.6721,0.037,354.0793,0.0502,4.0858,0.1516,16.4135,0.052,1.6222,0.1034,0.5014,0.0249,1.0953,2.0874,297.6721,0.037,354.0793,0.0502,4.2813,0.0665,15.1085,0.0261,1.7089,0.0439,0.5321,0.0106,0.0722,0.9317,297.6721,0.037,354.0793,0.0502,4.3572,0.1086,14.7853,0.064,1.7426,0.0734,0.544,0.0174,-0.325,1.5514,297.6721,0.037,354.0793,0.0502,4.0049,0.2155,18.5048,0.2033,1.5864,0.1475,0.4887,0.0354,1.5183,2.9895,251303,47.975565759,-0.002224083,0.0380106,0,0,5,DR4_3_STRIPE82-0070_0000761,47.97552452177308,-0.0021941487205893,STRIPE82-0070,6897.75,904.0899,89.191895,0.0010483762,6.695843E-4,1.5658215,0.36135763,4.511612,13.774112,15.463914,0.0043242797,16.364204,0.007568926,15.073363,0.004558573,14.740754,0.006162266,19.635853,0.2132197,19.179007,0.21770895,99.0,99.0,18.488272,0.15253083,17.356394,0.051470067,16.232096,0.016145892,15.437931,0.004825596,14.864113,0.008222807,0.1834435791980534
MorphoSPLUS_708,MorphoSPLUS_708_GalfitM_output.csv,474.846,DR4_3_STRIPE82-0070_0000297,6875_825_STRIPE82-0070,424.245,0.084,348.3209,0.0916,3.3564,0.1164,17.1072,0.0642,0.8716,0.0838,0.8816,0.0255,-34.509,15.8604,424.245,0.084,348.3209,0.0916,2.7145,0.3032,18.7905,0.3495,0.8547,0.2052,0.9818,0.0706,-50.4409,34.6974,424.245,0.084,348.3209,0.0916,2.7583,0.2888,19.0864,0.7617,0.8558,0.1962,0.975,0.0673,-49.3523,33.3763,424.245,0.084,348.3209,0.0916,2.7981,0.2759,18.5441,0.3375,0.8569,0.1880,0.9688,0.0643,-48.3661,32.1816,424.245,0.084,348.3209,0.0916,2.8491,0.2593,18.2502,0.278,0.8582,0.1777,0.9608,0.0605,-47.0983,30.6489,424.245,0.084,348.3209,0.0916,3.0662,0.1916,17.6623,0.178,0.8639,0.1347,0.9269,0.0446,-41.7129,24.1959,424.245,0.084,348.3209,0.0916,3.4483,0.1022,17.0736,0.0725,0.8740,0.0717,0.8673,0.0211,-32.2294,13.385,424.245,0.084,348.3209,0.0916,3.9636,0.1754,16.714,0.0934,0.8875,0.0955,0.7868,0.0348,-19.4416,8.3372,424.245,0.084,348.3209,0.0916,2.9676,0.2218,17.8097,0.0994,0.8613,0.1539,0.9423,0.0517,-44.1591,27.1134,424.245,0.084,348.3209,0.0916,3.7259,0.116,16.8119,0.0573,0.8813,0.0649,0.8239,0.0213,-25.3392,7.5866,424.245,0.084,348.3209,0.0916,4.0204,0.1921,16.569,0.062,0.8890,0.1052,0.778,0.0387,-18.0329,9.3915,424.245,0.084,348.3209,0.0916,2.6541,0.3231,19.1804,0.2755,0.8531,0.2176,0.9913,0.0752,-51.9393,36.5194,251304,47.956244827,-0.003079116,0.036959,0,0,5,DR4_3_STRIPE82-0070_0000297,47.95619816542062,-0.003085938936308,STRIPE82-0070,7024.2617,898.2518,-64.35883,6.373858E-4,5.927375E-4,1.0753278,0.070051014,4.4000115,10.792994,17.006395,0.012579632,17.694368,0.018544469,16.727236,0.015209562,16.46836,0.022819608,18.816177,0.077474296,18.389141,0.08180116,19.251774,0.27070424,18.769491,0.15301609,18.232758,0.08833034,17.609259,0.04201992,17.06387,0.014890391,16.635387,0.031187106,0.1697679785892411
MorphoSPLUS_708,MorphoSPLUS_708_GalfitM_output.csv,6.408,DR4_3_STRIPE82-0070_0005824,6875_1925_STRIPE82-0070,413.5589,0.0114,305.8316,0.0089,24.6301,0.5774,14.3782,0.0148,4.8246,0.0627,0.5346,0.0028,-89.5466,0.2495,413.5589,0.0114,305.8316,0.0089,22.6034,1.5372,16.6792,0.0736,3.8134,0.1667,0.5244,0.0082,-89.8415,0.751,413.5589,0.0114,305.8316,0.0089,22.7419,1.4571,16.7609,0.1,3.8825,0.1582,0.5251,0.0078,-89.8214,0.7121,413.5589,0.0114,305.8316,0.0089,22.8673,1.3852,16.3407,0.0655,3.9451,0.1505,0.5257,0.0074,-89.8031,0.6771,413.5589,0.0114,305.8316,0.0089,23.0286,1.2937,15.8675,0.0486,4.0256,0.1407,0.5265,0.0069,-89.7796,0.6323,413.5589,0.0114,305.8316,0.0089,23.7137,0.926,14.9452,0.0274,4.3674,0.1013,0.53,0.0049,-89.6799,0.4486,413.5589,0.0114,305.8316,0.0089,24.9201,0.5504,14.2558,0.0141,4.9693,0.0589,0.5361,0.0025,-89.5044,0.2203,413.5589,0.0114,305.8316,0.0089,26.5468,1.1567,13.6852,0.0236,5.7810,0.1203,0.5443,0.0052,-89.2676,0.4907,413.5589,0.0114,305.8316,0.0089,23.4025,1.0878,15.2896,0.0288,4.2121,0.1187,0.5284,0.0058,-89.7252,0.5305,413.5589,0.0114,305.8316,0.0089,25.7966,0.7786,13.93,0.017,5.4066,0.0807,0.5405,0.0033,-89.3768,0.3087,413.5589,0.0114,305.8316,0.0089,26.726,1.2559,13.6242,0.0248,5.8704,0.1308,0.5452,0.0057,-89.2416,0.5385,413.5589,0.0114,305.8316,0.0089,22.4128,1.6484,17.2472,0.0785,3.7183,0.1785,0.5234,0.0088,-89.8693,0.8048,428138,47.957851031,0.158448503,0.0377803,0,0,5,DR4_3_STRIPE82-0070_0005824,47.95779314140445,0.1584271692253226,STRIPE82-0070,7013.7686,1955.5625,3.6485398,0.0026893462,0.0015594362,1.7245063,0.42012388,14.906862,33.85722,14.512685,0.004435237,15.35853,0.0075206915,14.103527,0.004826493,13.827493,0.0072449036,16.920383,0.048121825,16.778805,0.06532738,16.540007,0.07939155,16.056208,0.044191238,15.728157,0.030667419,14.997937,0.013196561,14.41466,0.004603935,13.862248,0.008741053,0.222103066809716
MorphoSPLUS_708,MorphoSPLUS_708_GalfitM_output.csv,1.184,DR4_3_STRIPE82-0070_0004736,7425_1925_STRIPE82-0070,72.7416,0.0049,238.4557,0.0048,2.5475,0.0536,16.4011,0.0145,7.4295,0.2391,0.6761,0.0068,35.9995,0.7787,72.7416,0.0049,238.4557,0.0048,2.6086,0.146,18.6624,0.068,8.5476,0.6315,0.7137,0.0198,33.8061,2.1525,72.7416,0.0049,238.4557,0.0048,2.6044,0.139,18.4748,0.0706,8.4712,0.6025,0.7111,0.0188,33.956,2.05,72.7416,0.0049,238.4557,0.0048,2.6006,0.1327,18.3061,0.0527,8.4020,0.5763,0.7088,0.0179,34.0918,1.9576,72.7416,0.0049,238.4557,0.0048,2.5958,0.1247,17.8355,0.0396,8.3130,0.5429,0.7058,0.0168,34.2663,1.8395,72.7416,0.0049,238.4557,0.0048,2.5751,0.0916,16.9125,0.0246,7.9350,0.4040,0.6931,0.0121,35.0077,1.3501,72.7416,0.0049,238.4557,0.0048,2.5388,0.0458,16.298,0.013,7.2695,0.2007,0.6707,0.0058,36.3134,0.6551,72.7416,0.0049,238.4557,0.0048,2.4898,0.0799,15.8246,0.019,6.3720,0.3062,0.6405,0.0114,38.0739,1.1345,72.7416,0.0049,238.4557,0.0048,2.5845,0.1064,17.2481,0.0251,8.1067,0.4663,0.6989,0.0142,34.671,1.5693,72.7416,0.0049,238.4557,0.0048,2.5124,0.0508,16.0165,0.0126,6.7859,0.1945,0.6545,0.0071,37.262,0.7077,72.7416,0.0049,238.4557,0.0048,2.4844,0.088,15.7549,0.0206,6.2731,0.3392,0.6372,0.0126,38.2679,1.2545,72.7416,0.0049,238.4557,0.0048,2.6143,0.1556,19.0744,0.0635,8.6528,0.6716,0.7172,0.0212,33.5998,2.2941,428137,47.925900857,0.14816103,0.0369361,0,0,5,DR4_3_STRIPE82-0070_0004736,47.92586097286968,0.1481605527598672,STRIPE82-0070,7222.7954,1888.3585,44.90131,5.7895813E-4,5.140513E-4,1.1263155,0.11214924,3.1928658,8.816925,16.608723,0.0080512585,17.454542,0.013528652,16.168644,0.00830156,15.922039,0.012398545,19.245321,0.09960194,18.764603,0.09974976,18.848381,0.16257925,18.37265,0.09199284,17.955116,0.05939172,17.152346,0.024686517,16.489016,0.008333586,15.973031,0.015377417,0.1435926676808683
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.229,DR4_3_STRIPE82-0023_0041278,1375_7975_STRIPE82-0023,101.223,0.0143,101.0091,0.0243,5.6894,0.0675,17.2299,0.0127,1.2329,0.0232,0.4424,0.0041,0.7332,0.3925,101.223,0.0143,101.0091,0.0243,4.7737,0.1325,18.3898,0.0653,1.0278,0.0489,0.459,0.0077,-1.5272,0.9509,101.223,0.0143,101.0091,0.0243,4.8362,0.1252,17.7555,0.0596,1.0418,0.0465,0.4579,0.0074,-1.3728,0.9028,101.223,0.0143,101.0091,0.0243,4.8929,0.1187,17.9622,0.055,1.0545,0.0443,0.4568,0.0071,-1.2329,0.8597,101.223,0.0143,101.0091,0.0243,4.9658,0.1105,17.8653,0.0459,1.0708,0.0416,0.4555,0.0067,-1.053,0.8051,101.223,0.0143,101.0091,0.0243,5.2754,0.0807,17.4445,0.0289,1.1401,0.0311,0.4499,0.0053,-0.2889,0.5881,101.223,0.0143,101.0091,0.0243,5.8205,0.0726,17.2255,0.0151,1.2622,0.0233,0.44,0.0039,1.0567,0.3795,101.223,0.0143,101.0091,0.0243,6.5555,0.1461,16.8461,0.0288,1.4268,0.0426,0.4267,0.0057,2.871,0.7343,101.223,0.0143,101.0091,0.0243,5.1348,0.093,17.6779,0.0171,1.1086,0.0356,0.4524,0.0059,-0.636,0.6829,101.223,0.0143,101.0091,0.0243,6.2165,0.1068,16.9554,0.0162,1.3509,0.031,0.4328,0.0045,2.0343,0.5116,101.223,0.0143,101.0091,0.0243,6.6365,0.156,16.8221,0.0239,1.4449,0.0456,0.4252,0.0061,3.0709,0.7935,101.223,0.0143,101.0091,0.0243,4.6875,0.1429,18.5407,0.0467,1.0085,0.0523,0.4606,0.0082,-1.7398,1.0178,426752,16.182041976,-0.338921291,0.0499137,0,0,4,DR4_3_STRIPE82-0023_0041278,16.181967759580655,-0.3388439028740173,STRIPE82-0023,1629.2634,7864.3438,86.867386,7.754559E-4,5.059016E-4,1.5327883,0.34759414,4.9293246,13.1788025,17.216541,0.01870843,17.624573,0.02227126,16.965843,0.020488953,16.846294,0.0345176,18.464804,0.08294647,18.24046,0.114223614,17.608995,0.10259938,17.864824,0.10429777,17.69863,0.08109435,17.36096,0.054199643,17.150133,0.022656905,16.73446,0.043736286,0.3860033796696297
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.268,DR4_3_STRIPE82-0023_0042927,1925_7425_STRIPE82-0023,470.4743,0.0199,517.4704,0.018,13.926,0.1489,16.3136,0.0137,1.8871,0.0198,0.3402,0.002,-48.0689,0.1865,470.4743,0.0199,517.4704,0.018,13.1585,0.5086,18.5409,0.1337,1.6766,0.0677,0.3417,0.0068,-48.57,0.5706,470.4743,0.0199,517.4704,0.018,13.2109,0.4807,18.1479,0.1474,1.691,0.0641,0.3416,0.0065,-48.5357,0.5414,470.4743,0.0199,517.4704,0.018,13.2584,0.4555,18.3517,0.1394,1.704,0.0607,0.3415,0.0061,-48.5047,0.5151,470.4743,0.0199,517.4704,0.018,13.3195,0.4233,17.7526,0.0763,1.7208,0.0565,0.3413,0.0057,-48.4648,0.4815,470.4743,0.0199,517.4704,0.018,13.579,0.2906,16.8406,0.0342,1.7919,0.039,0.3408,0.004,-48.2955,0.3427,470.4743,0.0199,517.4704,0.018,14.0358,0.1335,16.2265,0.0136,1.9172,0.0173,0.34,0.0017,-47.9972,0.1594,470.4743,0.0199,517.4704,0.018,14.6519,0.361,15.6339,0.0217,2.0861,0.0462,0.3388,0.0044,-47.5951,0.3497,470.4743,0.0199,517.4704,0.018,13.4611,0.3498,17.2183,0.0259,1.7596,0.0468,0.3411,0.0048,-48.3724,0.4048,470.4743,0.0199,517.4704,0.018,14.3677,0.2227,15.8882,0.0137,2.0082,0.0281,0.3393,0.0026,-47.7806,0.2146,470.4743,0.0199,517.4704,0.018,14.7197,0.3962,15.6281,0.021,2.1047,0.0508,0.3387,0.0049,-47.5508,0.3853,470.4743,0.0199,517.4704,0.018,13.0863,0.5473,19.61,0.2053,1.6568,0.0728,0.3418,0.0073,-48.6171,0.6109,426749,16.106971754,-0.36900283,0.0512514,0,0,4,DR4_3_STRIPE82-0023_0042927,16.106858385662505,-0.3688843755853881,STRIPE82-0023,2120.9573,7667.7285,-35.863377,0.0012757031,5.624418E-4,2.2680798,0.55909836,7.7981863,17.42743,16.602842,0.013527276,17.421846,0.02320766,16.170483,0.012633441,15.937757,0.019153198,19.659815,0.3111463,18.395872,0.16452102,18.53674,0.29757002,18.151012,0.16925676,18.021358,0.13747656,16.949705,0.047038354,16.512016,0.016059376,15.960534,0.027351275,0.5902605425684267
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.17,DR4_3_STRIPE82-0023_0044721,1925_7425_STRIPE82-0023,101.4876,0.0067,101.2082,0.0062,13.7624,0.5148,15.9428,0.0224,6.2628,0.1238,0.526,0.0038,49.1868,0.3158,101.4876,0.0067,101.2082,0.0062,15.5406,1.3366,17.4607,0.0637,6.9957,0.3224,0.5233,0.0096,47.8205,0.916,101.4876,0.0067,101.2082,0.0062,15.4191,1.2753,17.127,0.0682,6.9456,0.3074,0.5235,0.0092,47.9139,0.8693,101.4876,0.0067,101.2082,0.0062,15.3091,1.22,17.0135,0.0555,6.9002,0.2939,0.5237,0.0088,47.9984,0.8273,101.4876,0.0067,101.2082,0.0062,15.1675,1.1493,16.7284,0.0465,6.8419,0.2766,0.5239,0.0082,48.1072,0.7736,101.4876,0.0067,101.2082,0.0062,14.5665,0.857,16.3556,0.0354,6.5942,0.2055,0.5248,0.0061,48.569,0.5534,101.4876,0.0067,101.2082,0.0062,13.508,0.4379,15.9044,0.0205,6.1579,0.1064,0.5263,0.0034,49.3823,0.2797,101.4876,0.0067,101.2082,0.0062,12.0807,0.671,15.4583,0.0295,5.5696,0.1709,0.5285,0.0058,50.4789,0.591,101.4876,0.0067,101.2082,0.0062,14.8395,0.9878,16.5717,0.0348,6.7067,0.2373,0.5244,0.0071,48.3592,0.6515,101.4876,0.0067,101.2082,0.0062,12.739,0.4356,15.6148,0.0192,5.8409,0.1116,0.5275,0.0039,49.9731,0.3765,101.4876,0.0067,101.2082,0.0062,11.9235,0.7405,15.41,0.0319,5.5048,0.1881,0.5287,0.0063,50.5997,0.6479,101.4876,0.0067,101.2082,0.0062,15.7079,1.4214,17.7178,0.0563,7.0646,0.3431,0.5231,0.0102,47.692,0.9806,525590,16.161356062,-0.447704218,0.051348,0,0,4,DR4_3_STRIPE82-0023_0044721,16.16130056434249,-0.4476599245641961,STRIPE82-0023,1764.6405,7152.046,46.984356,9.669356E-4,7.6288555E-4,1.267527,0.2110622,6.036852,15.941188,16.339176,0.011172519,17.03292,0.017216813,15.969895,0.010982239,15.71721,0.016309036,18.557796,0.11959404,17.978298,0.11937459,17.394241,0.11004384,17.464418,0.09536071,17.13501,0.06412823,16.698298,0.039262943,16.269365,0.013536286,15.791095,0.024416951,0.2556180097873241
MorphoSPLUS_823,MorphoSPLUS_823_GalfitM_output.csv,1.214,DR4_3_STRIPE82-0023_0041201,1925_7975_STRIPE82-0023,256.509,0.0034,287.3671,0.0034,15.1928,0.2701,14.8728,0.0099,5.632,0.0516,0.9958,0.0031,-60.4997,34.3742,256.509,0.0034,287.3671,0.0034,10.9841,0.6197,17.165,0.0524,4.5151,0.1222,0.9922,0.0089,-144.1616,84.1359,256.509,0.0034,287.3671,0.0034,11.2716,0.5884,18.1105,0.1552,4.5914,0.1165,0.9925,0.0084,-138.4452,78.8594,256.509,0.0034,287.3671,0.0034,11.5322,0.5604,17.4778,0.0726,4.6605,0.1113,0.9927,0.008,-133.2667,74.1457,256.509,0.0034,287.3671,0.0034,11.8671,0.525,16.4878,0.036,4.7494,0.1048,0.993,0.0075,-126.6088,68.1993,256.509,0.0034,287.3671,0.0034,13.2897,0.3861,15.4564,0.0189,5.127,0.0784,0.9942,0.0055,-98.3292,45.4917,256.509,0.0034,287.3671,0.0034,15.795,0.2665,14.7835,0.0096,5.7919,0.0477,0.9963,0.0027,-48.5288,38.8868,256.509,0.0034,287.3671,0.0034,19.1732,0.5078,14.1203,0.0137,6.6884,0.0801,0.9992,0.0052,18.6226,93.9004,256.509,0.0034,287.3671,0.0034,12.6435,0.4463,15.8596,0.0205,4.9555,0.09,0.9936,0.0064,-111.1744,55.1249,256.509,0.0034,287.3671,0.0034,17.6152,0.3605,14.3842,0.0108,6.2749,0.0563,0.9978,0.0032,-12.3471,65.5646,256.509,0.0034,287.3671,0.0034,19.5453,0.5467,14.0635,0.0139,6.7872,0.0868,0.9995,0.0057,26.0204,100.9347,256.509,0.0034,287.3671,0.0034,10.5882,0.6634,17.8411,0.0573,4.41,0.1302,0.9919,0.0095,-152.0301,91.5005,426750,16.139643686,-0.320128853,0.0509812,0,0,4,DR4_3_STRIPE82-0023_0041201,16.13956845611154,-0.320077104781452,STRIPE82-0023,1906.7999,7987.2085,35.637424,0.0017456597,0.0012872342,1.3562167,0.26265466,10.133419,29.437418,15.147092,0.0067778816,16.03897,0.012407017,14.723594,0.0063689565,14.432478,0.009132105,18.085491,0.14029433,16.606354,0.06123513,18.02664,0.3571704,17.657438,0.2059296,16.728539,0.079909,15.651891,0.027135452,15.061715,0.008065873,14.454817,0.013048955,0.3287105096894175
